smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
CCCCc1ccc(N/C=N/O)cc1,CHEMBL663578,IC50,4.19,CHEMBL103313,2001,CHEMBL1133849,Bioorg Med Chem Lett,Scientific Literature,Inhibition of recombinant human Cytochrome P450 3A4,0,416,c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,CHEMBL905988,IC50,4.92,CHEMBL231334,2007,CHEMBL1143778,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,9,327,O=S(=O)(Nc1ccc2c(c1)CCNCC2)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,CHEMBL1109286,IC50,6.1,CHEMBL1080046,2009,CHEMBL1154336,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using diethoxyfluorescein as substrate,24,437,O=S(=O)(Nc1ccc2c(c1)CCN(Cc1cc[nH]n1)CC2)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,CHEMBL1109287,IC50,5.72,CHEMBL1080046,2009,CHEMBL1154336,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using 7-{3-(4-phenylpiperazin-1-ylmethyl)benzyl}resorufin as substrate,24,438,O=S(=O)(Nc1ccc2c(c1)CCN(Cc1cc[nH]n1)CC2)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,CHEMBL663571,IC50,5.3,CHEMBL330354,2004,CHEMBL1149183,J Med Chem,Scientific Literature,Inhibition of human cytochrome P450 3A4,3,439,O=C1CNC(COc2ncccn2)(c2ccccc2)c2ccccc2N1Cc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1ccccc1/N=C/NO,CHEMBL663578,IC50,4.29,CHEMBL100917,2001,CHEMBL1133849,Bioorg Med Chem Lett,Scientific Literature,Inhibition of recombinant human Cytochrome P450 3A4,0,416,c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,CHEMBL1832815,IC50,5.56,CHEMBL3215861,2011,CHEMBL1828590,J Med Chem,Scientific Literature,Inhibition of recombinant CYP3A4 after 30 mins by fluorescence assay,40,417,c1ccc2[nH]cnc2c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OCC(=O)NCCCN(CC)CC)cc2)n(CCCC)c1=O,CHEMBL4259123,IC50,6.64,CHEMBL4291015,2018,CHEMBL4257504,Medchemcomm,Scientific Literature,Inhibition of recombinant human CYP3A4 by bioluminescence method,105,149,O=c1[nH]c(=O)c2c(nc3n2CCCN3CCc2ccccc2)[nH]1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCN(C)C(=O)CN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,CHEMBL2444436,IC50,5.26,CHEMBL2441953,2013,CHEMBL2439999,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using 7-benzyloxy-4-trifluoromethyl coumarin as substrate,59,440,O=C1NCc2nccc(-c3ccccc3)c21,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,CHEMBL1671551,IC50,5.39,CHEMBL1669406,2011,CHEMBL1667811,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,40,441,C1=C(Cc2cnccn2)c2ccccc2C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCN(CC)C(=O)/C=C/C=C/c1ccc2c(c1)OCO2,CHEMBL3887280,IC50,5.0,CHEMBL3889591,2015,CHEMBL3886254,,BindingDB Patent Bioactivity Data,"null: A commercially available P450-GLO Assay kit (Promega Corporation, Madison Wis.) is used to screen various compounds for CYP3A4A inhibition activity. CYP3A4A is thought to be one of the primary CYP isoforms responsible for retinoic acid metabolism in the skin. Three benchmark agents, liarozole, climbazole, and ketoconazole, were assessed for CYP3A4 inhibition to confirm that the inhibition activity (the IC50 for CYP3A4 inhibition) measured by the assay corresponds to the activity reported by the published literature. The results show that the substituted azole compounds having the specific structure set forth herein are CYP inhibitors, and thus function as RAMBAs.",81,46,c1ccc2c(c1)OCO2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCN(CC)C(=O)/C=C/C=C/c1ccc2c(c1)OCO2,CHEMBL3887294,IC50,5.0,CHEMBL3889591,2015,CHEMBL3886263,,BindingDB Patent Bioactivity Data,"In vitro CYP3A4 Inhibition Assay: Cytochrome P450 is a large and diverse group of enzymes that catalyze the oxidation of organic substances. Some members of the CYP family contribute to the elimination of ATRA by catalyzing its 4-hydroxylation in the mammalian liver and skin, including that of humans as well as swine. Applicant evaluated the potential RAMBA activity of several azoles using pig liver microsomes, a rich source of CYP activity, comprising many different CYP 450 isoforms. Therefore, this approach, while a reasonable way to assess CYP inhibitors with broad activities may or may not be the best way to discover RAMBAs with selectivity for the skin, which has a much more narrow complement of CYP expression. As understanding in this area has progressed, a more specific CYP inhibition assay can be used to provide better predictivity of activity in human skin. Nevertheless, this assay may still be used as a general predictor of overall CYP activity.",81,112,c1ccc2c(c1)OCO2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,CHEMBL1687152,IC50,5.47,CHEMBL1682895,2011,CHEMBL1681730,Bioorg Med Chem,Scientific Literature,Inhibition of human CYP3A4,40,231,c1ccc2cc(Cc3c[nH]cn3)ccc2c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,CHEMBL1251097,IC50,4.75,CHEMBL1230065,2010,CHEMBL1250528,J Med Chem,Scientific Literature,Inhibition of CYP3A4,32,442,O=C(NC1CC1)c1cccc(Nc2ncnn3cccc23)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCNS(=O)(=O)c1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4235307,IC50,5.24,CHEMBL4240605,2018,CHEMBL4229506,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),105,325,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCNc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C)o1,CHEMBL949198,IC50,6.4,CHEMBL407944,2008,CHEMBL1143868,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4,15,328,O=C(NC1CC1)c1cccc(Nc2ncnn3cc(-c4nnco4)cc23)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCOc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,CHEMBL4328675,IC50,7.1,CHEMBL4476761,2018,CHEMBL4325872,J Med Chem,Scientific Literature,Inhibition of C-terminal 4His-tagged CYP3A4 (unknown origin) expressed in Escherichia coli by spectrophotometric analysis,105,443,O=C(NCc1ccccc1)c1ccc(-c2ccncc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCOc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F,CHEMBL4270027,IC50,5.92,CHEMBL4278011,2018,CHEMBL4266039,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using testosterone as substrate preincubated for 30 mins followed by substrate/NADPH addition measured after 10 mins by LC-MS/MS analysis,105,444,N=C1NC(=O)C2CN(c3ncccn3)CC2(c2cc(-c3ccccc3)cs2)N1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCOc1sc(C(=O)N2CCC(c3cccc(CN)c3)CC2)c(C)c1Br,CHEMBL1953693,IC50,5.33,CHEMBL1951453,2012,CHEMBL1949548,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4 using midazolam as substrate by LC-MS/MS analysis,48,445,O=C(c1cccs1)N1CCC(c2ccccc2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCOc1sc(C(=O)N2[C@H]3CC[C@H]2CC(c2cc(CN)ccc2F)C3)c(C)c1Br,CHEMBL1953693,IC50,5.28,CHEMBL1951454,2012,CHEMBL1949548,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4 using midazolam as substrate by LC-MS/MS analysis,48,445,O=C(c1cccs1)N1C2CCC1CC(c1ccccc1)C2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)NCCOc1ccc2c(c1)C(C1(c3ccc(Cl)cc3)CCC1)NCC2,CHEMBL4151690,IC50,6.21,CHEMBL3643445,2018,CHEMBL4145681,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in in human liver microsomes in presence of NADPH regeneration mixture using luciferin IPA-OH substrate by P450-Glo assay,105,446,c1ccc(C2(C3NCCc4ccccc43)CCC2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C#CCN(CC)CC)nc4)cc23)c1F,CHEMBL3880170,IC50,5.3,CHEMBL3949992,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BQ as substrate after 30 mins,48,9,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cccnc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(NC(C)=O)nc4)cc23)c1F,CHEMBL3880169,IC50,5.3,CHEMBL3904333,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,48,447,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cccnc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCCN5CCOCC5)nc4)cc23)c1F,CHEMBL3880170,IC50,5.3,CHEMBL3896039,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BQ as substrate after 30 mins,48,9,O=C(c1ccccc1)c1c[nH]c2ncc(-c3ccc(OCCCN4CCOCC4)nc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(=O)(=O)NC)cc4)cc23)c1F,CHEMBL3880170,IC50,5.3,CHEMBL3904645,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BQ as substrate after 30 mins,48,9,O=C(c1ccccc1)c1c[nH]c2ncc(-c3ccccc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(=O)(=O)NC5CC5)cc4)cc23)c1F,CHEMBL3880170,IC50,5.3,CHEMBL3907402,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BQ as substrate after 30 mins,48,9,O=C(c1ccccc1)c1c[nH]c2ncc(-c3ccc(S(=O)(=O)NC4CC4)cc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCCC5)nc4)cc23)c1F,CHEMBL3880169,IC50,5.3,CHEMBL3928075,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,48,447,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cnc(N4CCCC4)nc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cncnc4)cc23)c1F,CHEMBL3880169,IC50,5.3,CHEMBL3921859,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,48,447,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cncnc3)cc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(C#CCOC)cc23)c1F,CHEMBL3880169,IC50,5.3,CHEMBL3945707,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,48,447,O=C(c1ccccc1)c1c[nH]c2ncccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(C#CCOC)cc23)c1F,CHEMBL3880170,IC50,5.3,CHEMBL3945707,2012,CHEMBL3879902,,SureChEMBL Patent Bioactivity Data,Inhibition of CYP3A4 (unknown origin) using BQ as substrate after 30 mins,48,9,O=C(c1ccccc1)c1c[nH]c2ncccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4235307,IC50,5.44,CHEMBL4241305,2018,CHEMBL4229506,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),105,325,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)c1ccc2[nH]c(-c3ccc(-c4ccccc4)cc3)nc2c1,CHEMBL2073339,IC50,5.54,CHEMBL2070141,2012,CHEMBL2069245,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,448,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,CHEMBL2073339,IC50,5.22,CHEMBL2070140,2012,CHEMBL2069245,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,448,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,CHEMBL2073339,IC50,4.7,CHEMBL2070142,2012,CHEMBL2069245,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,448,c1ccc(-c2nc3ccccc3[nH]2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(OC(F)(F)F)c3)nc2c1,CHEMBL2073339,IC50,5.0,CHEMBL2070143,2012,CHEMBL2069245,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,448,c1ccc(-c2nc3ccccc3[nH]2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCS(=O)(=O)c1ccc2[nH]c(-c3ccccc3-c3ccccc3)nc2c1,CHEMBL2073339,IC50,4.96,CHEMBL2070139,2012,CHEMBL2069245,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,48,448,c1ccc(-c2ccccc2-c2nc3ccccc3[nH]2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCCSc1nc2cc(OC)ccc2[nH]1,CHEMBL2020724,IC50,4.57,CHEMBL2018905,2012,CHEMBL2016494,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 5 mins by LC-MS/MS analysis,48,414,c1ccc2[nH]cnc2c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)(F)F)nn2)cc1=O,CHEMBL5367470,IC50,5.05,CHEMBL5441044,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate in presence of NADPH by LC-MS/MS analysis,128,449,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)(F)F)nn2)cc1=O,CHEMBL5367488,IC50,5.77,CHEMBL5441044,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 30 mins in presence of NADPH by LC-MS/MS analysis,128,450,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)F)nn2)cc1=O,CHEMBL5367470,IC50,4.83,CHEMBL5397070,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate in presence of NADPH by LC-MS/MS analysis,128,449,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)F)nn2)cc1=O,CHEMBL5367488,IC50,5.62,CHEMBL5397070,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 30 mins in presence of NADPH by LC-MS/MS analysis,128,450,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(Cl)nn2)cc1=O,CHEMBL5367470,IC50,5.18,CHEMBL5436712,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate in presence of NADPH by LC-MS/MS analysis,128,449,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(Cl)nn2)cc1=O,CHEMBL5367488,IC50,5.7,CHEMBL5436712,2023,CHEMBL5365459,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 30 mins in presence of NADPH by LC-MS/MS analysis,128,450,O=C(Cn1ccc(-c2ccccc2-n2ccnn2)cc1=O)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(C)C,CHEMBL3118928,IC50,6.89,CHEMBL3114718,2014,CHEMBL3112589,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4-mediated midazolam 1'-hydroxylase activity,70,292,O=C(CNC(=O)NCc1cscn1)NCCCC(Cc1ccccc1)NC(=O)OCc1cncs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@@H](CC[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(C)C)NC(=O)OCc1cncs1,CHEMBL3118928,IC50,6.89,CHEMBL3114717,2014,CHEMBL3112589,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4-mediated midazolam 1'-hydroxylase activity,70,292,O=C(CNC(=O)NCc1cscn1)NC(CCCNC(=O)OCc1cncs1)Cc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccc[n+]2[O-])CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135143,IC50,4.3,CHEMBL5179234,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccc[nH+]1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccc[n+]2[O-])CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OCCO)CC1,CHEMBL5135144,IC50,5.72,CHEMBL5179234,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate pretreated with NADPH,123,38,O=C(c1cccc[nH+]1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCC[C@H]1N(C(=O)c2c(C(F)(F)F)ccnc2O)CCC[C@@]1(Oc1csc(C(F)(F)F)c1)C(=O)N1CCN(c2ccccc2OC)CC1,CHEMBL5135143,IC50,4.7,CHEMBL5204077,2022,CHEMBL5131494,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using testosterone as substrate in presence of NADPH,123,37,O=C(c1cccnc1)N1CCCC(Oc2ccsc2)(C(=O)N2CCN(c3ccccc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
