smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CHEMBL2186895,IC50,5.29,CHEMBL2180905,2012,CHEMBL2176883,J Med Chem,Scientific Literature,Inhibition of CYP3A4,54,911,O=C(c1ccccc1)N1CCC(N(C2CC2)S(=O)(=O)c2ccccc2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(N2CCC(N(c3ccc(C#N)cc3)c3cccnc3)CC2)cc1,CHEMBL3107752,IC50,4.92,CHEMBL3104478,2013,CHEMBL3102812,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes assessed as 6beta-hydroxylation of testosterone,62,912,c1ccc(N2CCC(N(c3ccccc3)c3cccnc3)CC2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,CHEMBL3107752,IC50,5.4,CHEMBL3104490,2013,CHEMBL3102812,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes assessed as 6beta-hydroxylation of testosterone,62,912,O=C(C(c1ccccc1)c1cccnc1)N1CCN(c2ccccc2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(NC(=O)N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)c(C(=O)O)c1,CHEMBL3380642,IC50,4.38,CHEMBL3359020,2014,CHEMBL3351344,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin),72,850,O=C(Nc1ccccc1)N1CC2CC(c3ccccc3)CC2C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc(Oc2ncnc3c2cnn3C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,CHEMBL3117316,IC50,5.75,CHEMBL3114894,2014,CHEMBL3112399,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),72,248,c1ccc(CN2CCC(n3ncc4c(Oc5ccccc5)ncnc43)CC2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc2c(c1)CC[C@@H]([C@H]1c3ccccc3-c3cncn31)[C@@H]2O,CHEMBL4345904,IC50,5.55,CHEMBL4539108,2020,CHEMBL4342513,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),115,904,c1ccc2c(c1)CCC(C1c3ccccc3-c3cncn31)C2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,CHEMBL4345904,IC50,5.22,CHEMBL4520696,2020,CHEMBL4342513,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),115,904,c1ccc2c(c1)CCC(C1c3ccccc3-c3cncn31)C2,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1,CHEMBL2073641,IC50,6.2,CHEMBL2070947,2012,CHEMBL2069241,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,54,235,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3ccccc3s2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,1.49,tdc_measured,3.0,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CHEMBL4235307,IC50,5.19,CHEMBL4237255,2018,CHEMBL4229506,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),106,325,O=C(Cc1ccccc1)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(F)c1Cn1cc(-c2ccccc2Cl)c(=O)n(C[C@H](N)c2ccccc2)c1=O,CHEMBL995611,IC50,6.75,CHEMBL371613,2008,CHEMBL1150315,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,18,499,O=c1c(-c2ccccc2)cn(Cc2ccccc2)c(=O)n1CCc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(F)c1Cn1cc(-c2ccccc2Cl)c(=O)n(C[C@H](NCCCC(=O)O)c2ccccc2)c1=O,CHEMBL995611,IC50,4.32,CHEMBL508020,2008,CHEMBL1150315,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,19,499,O=c1c(-c2ccccc2)cn(Cc2ccccc2)c(=O)n1CCc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,CHEMBL1274253,IC50,5.58,CHEMBL445162,2010,CHEMBL1268821,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes by fluorometric assay,34,636,c1ccc(Nc2nccc(Nc3cccc4c3OCO4)n2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,3.13,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)c1,CHEMBL3129762,IC50,6.05,CHEMBL3127500,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC-MS/MS analysis,72,358,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)c1,CHEMBL3129763,IC50,6.75,CHEMBL3127500,2014,CHEMBL3124860,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using testosterone as substrate by LC-MS/MS analysis,72,359,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1CC1c1cccnc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)c1nccc(-c2c(-c3cccc(OCc4ccccc4)c3)nc3sccn23)n1,CHEMBL4832313,IC50,4.75,CHEMBL4860202,2021,CHEMBL4831500,Eur J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin) using BOMCC as a substrate incubated for 20 mins by fluorescence based analysis,120,170,c1ccc(COc2cccc(-c3nc4sccn4c3-c3ccncn3)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,CHEMBL4616451,IC50,4.34,CHEMBL4646510,2020,CHEMBL4613324,J Med Chem,Scientific Literature,Inhibition of recombinant human CYP3A4 using midazolam as substrate,115,913,c1ccc(C2CCC(N3Cc4c[nH]nc4C3)CO2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CSCc1ccc(-c2cccnc2)o1,CHEMBL4422403,IC50,4.83,CHEMBL214990,2013,CHEMBL4421730,,SureChEMBL Patent Bioactivity Data,"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in enzyme-mediated testosterone 6-hydroxylation in presence of NADPH-generating system, G6P and G6P dehydrogenase",62,225,c1cncc(-c2ccco2)c1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CHEMBL4199969,IC50,2.6989700043360187,CHEMBL3645235,2018,CHEMBL4196128,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) preincubated followed by substrate addition,107,914,O=C(Nc1ccc2[nH]nc(-c3ccccc3)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,CHEMBL4199969,IC50,5.77,CHEMBL4213970,2018,CHEMBL4196128,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) preincubated followed by substrate addition,107,914,O=C(Nc1ccc2[nH]nc(-c3cccnc3)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4nc[nH]n4)cc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc5c(c4)OCO5)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CHEMBL4199969,IC50,6.52,CHEMBL4218701,2018,CHEMBL4196128,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin) preincubated followed by substrate addition,107,914,O=C(Nc1ccc2[nH]nc(-c3ccc4c(c3)OCO4)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CSc1ccc(CNC(=O)[C@H]2CCCN(c3ncnc4nn(-c5ccc(C)cc5)cc34)C2)cc1,CHEMBL5379664,IC50,5.11,CHEMBL5426484,2023,CHEMBL5376001,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin),129,915,O=C(NCc1ccccc1)C1CCCN(c2ncnc3nn(-c4ccccc4)cc23)C1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,CHEMBL902308,IC50,5.16,CHEMBL392642,2007,CHEMBL1138386,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in presence of BFC substrate,11,613,c1ccc(CNc2nccc(NCC3CCCCC3)n2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CSc1ncc(-c2c(CO)n(Cc3ccccc3Cl)c3ccc(OC(F)(F)F)cc23)cn1,CHEMBL4479548,IC50,4.75,CHEMBL4528799,2016,CHEMBL4477245,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes incubated for 15 mins using midazolam substrate in presence of NADPH by LC-MS/MS method,93,803,c1ccc(Cn2cc(-c3cncnc3)c3ccccc32)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,CHEMBL4679366,IC50,5.29,CHEMBL4161733,2021,CHEMBL4673373,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,916,O=C(CC1CCC(c2ccnc3ccccc23)CC1)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](C1CC1)N1Cc2cc(-c3ccn4nc(N)c(-c5cnn(C)c5)c4n3)cc(C(F)(F)F)c2C1=O,CHEMBL4670188,IC50,6.22,CHEMBL4782083,2020,CHEMBL4665778,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate incubated for 5 to 20 mins in presence of NADPH by LC-MS/MS analysis,115,214,O=C1c2ccc(-c3ccn4ncc(-c5cn[nH]c5)c4n3)cc2CN1CC1CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O)c1ncc(F)cn1,CHEMBL1686218,IC50,8.85,CHEMBL1683443,2011,CHEMBL1681676,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,43,917,O=S(=O)(CCCCc1ncccn1)N1CCN(c2ccccc2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,CHEMBL4835258,IC50,5.11,CHEMBL4874034,2021,CHEMBL4834410,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate,120,918,O=C1NC(=O)C(CCC(=O)N2CCN(c3ccccc3)CC2)(C2CC2)N1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,CHEMBL4835259,IC50,5.82,CHEMBL4874034,2021,CHEMBL4834410,J Med Chem,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using testosterone as substrate,120,919,O=C1NC(=O)C(CCC(=O)N2CCN(c3ccccc3)CC2)(C2CC2)N1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](N)C(=O)N1CCN(c2ccc3[nH]ncc3c2)CC1,CHEMBL887138,IC50,5.0,CHEMBL397114,2007,CHEMBL1139200,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,11,337,c1cc2[nH]ncc2cc1N1CCNCC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,CHEMBL5130518,IC50,5.22,CHEMBL5095218,2022,CHEMBL5126625,J Med Chem,Scientific Literature,Competitive inhibition of human recombinant CYP3A4 using coumarin as substrate preincubated with enzyme for 10 mins followed by NADPH addition and measured after 20 to 50 mins by fluorescence based method,125,920,O=c1[nH]c(=S)n(Cc2ccccc2)c2cc[nH]c12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]cnc21,CHEMBL5130518,IC50,5.06,CHEMBL5181350,2022,CHEMBL5126625,J Med Chem,Scientific Literature,Competitive inhibition of human recombinant CYP3A4 using coumarin as substrate preincubated with enzyme for 10 mins followed by NADPH addition and measured after 20 to 50 mins by fluorescence based method,125,920,O=c1[nH]c(=S)n(Cc2ccccc2)c2nc[nH]c12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(F)c3)c2cn1)c1ccccc1,CHEMBL4426445,IC50,4.54,CHEMBL3663084,2016,CHEMBL4425122,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin),93,921,O=C(NCc1ccccc1)Nc1cc2[nH]nc(-c3ccncc3)c2cn1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnn(C)c3)c2cn1)c1ccccc1,CHEMBL4426445,IC50,6.42,CHEMBL3654680,2016,CHEMBL4425122,J Med Chem,Scientific Literature,Inhibition of CYP3A4 (unknown origin),93,921,O=C(NCc1ccccc1)Nc1cc2[nH]nc(-c3cn[nH]c3)c2cn1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2C(=O)OC1CC1,CHEMBL4689689,IC50,4.22,CHEMBL4749009,2021,CHEMBL4680374,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,922,O=C(NCc1ccc2c(n1)CCCN2C(=O)OC1CC1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2C(=O)c1cccc(Cl)c1,CHEMBL4689689,IC50,4.7,CHEMBL4744727,2021,CHEMBL4680374,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,922,O=C(NCc1ccc2c(n1)CCCN2C(=O)c1ccccc1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2c1ccnc(C(F)(F)F)n1,CHEMBL4689689,IC50,4.37,CHEMBL4783395,2021,CHEMBL4680374,ACS Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),120,922,O=C(NCc1ccc2c(n1)CCCN2c1ccncn1)c1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](NC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1)C(=O)Nc1ccc(/C=C/C(=O)O)cc1,CHEMBL1049516,IC50,4.91,CHEMBL590850,2010,CHEMBL1153157,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human liver CYP3A4,34,923,O=C(CNC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1)Nc1ccccc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Nc1c(Nc2ccn[nH]2)c(=O)c1=O)c1ccccc1,CHEMBL1011418,IC50,4.4,CHEMBL524472,2009,CHEMBL1136863,Bioorg Med Chem,Scientific Literature,Inhibition of CYP3A4,26,924,O=c1c(NCc2ccccc2)c(Nc2ccn[nH]2)c1=O,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,CHEMBL1011418,IC50,5.89,CHEMBL466496,2009,CHEMBL1136863,Bioorg Med Chem,Scientific Literature,Inhibition of CYP3A4,26,924,O=c1c(NCc2ccccc2)c(Nc2ccncc2)c1=O,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](C#N)CC1,CHEMBL2390362,IC50,5.1,CHEMBL2386633,2013,CHEMBL2385026,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC/MS/MS analysis,62,925,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,CHEMBL2390362,IC50,5.06,CHEMBL2386635,2013,CHEMBL2385026,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC/MS/MS analysis,62,925,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1,CHEMBL2390362,IC50,5.17,CHEMBL2386636,2013,CHEMBL2385026,J Med Chem,Scientific Literature,Reversible inhibition of CYP3A4 in human liver microsomes using midazolam as substrate by LC/MS/MS analysis,63,925,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL984120,IC50,4.41,CHEMBL447955,2009,CHEMBL1138468,J Med Chem,Scientific Literature,Inhibition of human CYP3A4,26,926,O=C1C=C(N2CC3CCC(OCc4ccccc4)C(c4ccccc4)C3C2)CC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@](C)(O)C[C@H]3[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL1259703,IC50,4.64,CHEMBL1257706,2010,CHEMBL1255526,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4,34,927,O=C1C2CCCC2C2C(c3ccccc3)C(OCc3ccccc3)CN12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL899348,IC50,7.34,CHEMBL1471,2007,CHEMBL1149712,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human CYP3A4,11,64,O=c1[nH]nc(CN2CCOC(OCc3ccccc3)C2c2ccccc2)[nH]1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,CHEMBL1212576,IC50,5.47,CHEMBL1208965,2010,CHEMBL1208730,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using diethoxyfluorescein as substrate by fluorescence plate reader,34,473,c1ccc(COc2csc(-n3cnc4cc(-c5ccc(NC6CCNCC6)nc5)ccc43)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,CHEMBL1212577,IC50,4.8,CHEMBL1208965,2010,CHEMBL1208730,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using 7-benzyloxyquinoline as substrate by fluorescence plate reader,34,474,c1ccc(COc2csc(-n3cnc4cc(-c5ccc(NC6CCNCC6)nc5)ccc43)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1212579,IC50,5.19,CHEMBL1208835,2010,CHEMBL1208730,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using 7-{3-(4-phenylpiperazin-1-ylmethyl)benzyl}resorufin as substrate by fluorescence plate reader,34,928,c1ccc(COc2csc(-n3cnc4cc(-c5ccncc5)ccc43)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1212576,IC50,5.17,CHEMBL1208892,2010,CHEMBL1208730,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human recombinant CYP3A4 using diethoxyfluorescein as substrate by fluorescence plate reader,34,473,c1ccc(COc2csc(-n3cnc4cc(-c5ccncn5)ccc43)c2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
