smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1ccsc1,CHEMBL4314197,Ki,7.82,CHEMBL4439549,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,c1cc(CON=C2CC34CCC5CCCCC5C3CCC2C4)cs1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1cnc(Cl)s1,CHEMBL4314197,Ki,5.71,CHEMBL4548476,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,c1ncc(CON=C2CC34CCC5CCCCC5C3CCC2C4)s1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1csc2ccc(Cl)cc12,CHEMBL4314197,Ki,6.29,CHEMBL4455676,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,c1ccc2c(CON=C3CC45CCC6CCCCC6C4CCC3C5)csc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)CC4=O,CHEMBL4314197,Ki,5.34,CHEMBL455441,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,O=C1CC23CCC4CCCCC4C2CCC1C3,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)CC4=O,CHEMBL4604302,IC50,6.11,CHEMBL455441,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,O=C1CC23CCC4CCCCC4C2CCC1C3,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4O,CHEMBL4314197,Ki,4.6,CHEMBL513767,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,C1CCC2C(C1)CCC13CCC(CCC21)C3,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4O,CHEMBL4604302,IC50,4.89,CHEMBL513767,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,C1CCC2C(C1)CCC13CCC(CCC21)C3,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cc(C)cc(C)c2)nn1,CHEMBL4604302,IC50,5.2,CHEMBL4645925,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(Br)cc2)nn1,CHEMBL4604302,IC50,5.48,CHEMBL4639769,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(C(C)C)cc2)nn1,CHEMBL4604302,IC50,4.69,CHEMBL4637320,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(C)cc2)nn1,CHEMBL4604302,IC50,5.26,CHEMBL4643987,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(Cl)cc2)nn1,CHEMBL4604302,IC50,4.56,CHEMBL4638079,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(F)cc2)nn1,CHEMBL4604302,IC50,5.06,CHEMBL4649385,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc(OC)cc2)nn1,CHEMBL4604302,IC50,4.71,CHEMBL4639084,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccc3c(c2)OCO3)nn1,CHEMBL4604302,IC50,5.12,CHEMBL4649869,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1cc2c(cc1-n1cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn1)OCO2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cccc(C)c2)nn1,CHEMBL4604302,IC50,4.38,CHEMBL4647508,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cccc(Cl)c2)nn1,CHEMBL4604302,IC50,4.75,CHEMBL4641576,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2cccc3ccccc23)nn1,CHEMBL4604302,IC50,5.31,CHEMBL4632364,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc2c(-n3cc(COC4CC56CCC7CCCCC7C5CCC4C6)nn3)cccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccccc2)nn1,CHEMBL4604302,IC50,4.98,CHEMBL4640092,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(-c2ccccc2C)nn1,CHEMBL4604302,IC50,4.46,CHEMBL4634094,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(-n2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C[C@H]4OCc1cn(Cc2ccccc2)nn1,CHEMBL4604302,IC50,4.53,CHEMBL4641891,2020,CHEMBL4602655,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a (unknown origin),124,1,c1ccc(Cn2cc(COC3CC45CCC6CCCCC6C4CCC3C5)nn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(C)CN(Cc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C[C@H]1c1cccc(C(=N)N)c1,CHEMBL658336,Ki,7.58,CHEMBL275582,1999,CHEMBL1131683,Bioorg Med Chem Lett,Scientific Literature,Binding affinity against Coagulation factor X in an enzyme inhibition assay.,7,99,c1ccc(-c2ccc(CN3CCC(c4ccccc4)C3)cc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@@H]2O)C1=O,CHEMBL847603,IC50,8.24,CHEMBL85282,1998,CHEMBL1130963,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity was evaluated against thrombin factor Xa (FXa),3,235,O=C(CN1CCCC(NS(=O)(=O)Cc2ccccc2)C1=O)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@H]2O)C1=O,CHEMBL847603,IC50,7.37,CHEMBL421136,1998,CHEMBL1130963,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity was evaluated against thrombin factor Xa (FXa),3,235,O=C(CN1CCCC(NS(=O)(=O)Cc2ccccc2)C1=O)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1c(C)[nH]c2ccc(OCc3c(C(=O)OCC)c4cc(OS(=O)(=O)[O-])ccc4n3C(=O)OC(C)(C)C)cc12,CHEMBL3377582,IC50,3.6401645176601116,CHEMBL3359903,2014,CHEMBL3351582,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a by spectrophotometric assay,110,236,c1ccc2[nH]c(COc3ccc4[nH]ccc4c3)cc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1c(COc2cc3c(C(=O)OCC)c(COc4cc5c(C(=O)OCC)c(C)oc5cc4OC)oc3cc2OC)[nH]c2ccc(OS(=O)(=O)[O-])cc12,CHEMBL3377582,IC50,3.46344155742847,CHEMBL3359904,2014,CHEMBL3351582,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a by spectrophotometric assay,110,236,c1ccc2[nH]c(COc3ccc4oc(COc5ccc6occc6c5)cc4c3)cc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1c(COc2cc3c(C(=O)OCC)c(Cc4ccccc4)oc3cc2OC)[nH]c2ccc(OS(=O)(=O)[O-])cc12,CHEMBL3377582,IC50,3.7099653886374817,CHEMBL3359902,2014,CHEMBL3351582,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a by spectrophotometric assay,110,236,c1ccc(Cc2cc3cc(OCc4cc5ccccc5[nH]4)ccc3o2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc(NC/C=C/c2cccc(C(=N)N)c2)ccc1OC1CCN(C(C)=N)CC1,CHEMBL661583,Ki,8.17,CHEMBL24674,2002,CHEMBL1135303,Bioorg Med Chem Lett,Scientific Literature,Competitive inhibition of coagulation factor Xa,24,34,C(=Cc1ccccc1)CNc1ccc(OC2CCNCC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=N)N)c2)c1,CHEMBL838886,Ki,7.47,CHEMBL48827,1999,CHEMBL1132209,J Med Chem,Scientific Literature,Compound was tested for inhibition activity against Coagulation factor X,7,91,c1ccc(Oc2cccc(Oc3ccccc3)n2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc2c(C)cccc2n1Cc1cccc(C(=N)N)c1,CHEMBL663407,Ki,6.02,CHEMBL96720,2002,CHEMBL1135480,J Med Chem,Scientific Literature,Inhibition of Coagulation factor Xa,24,2,c1ccc(Cn2ccc3ccccc32)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,CHEMBL661803,Ki,9.22,CHEMBL433600,2000,CHEMBL1133499,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibition of human Coagulation factor X.,15,42,c1ccc2cc(Cn3ccc4ccc(OC5CCNCC5)cc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc2ccccc2n1Cc1ccc(C(=N)N)cc1,CHEMBL663407,Ki,4.26,CHEMBL420070,2002,CHEMBL1135480,J Med Chem,Scientific Literature,Inhibition of Coagulation factor Xa,24,2,c1ccc(Cn2ccc3ccccc32)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cc2ccccc2n1Cc1cccc(C(=N)N)c1,CHEMBL663407,Ki,5.38,CHEMBL328937,2002,CHEMBL1135480,J Med Chem,Scientific Literature,Inhibition of Coagulation factor Xa,24,2,c1ccc(Cn2ccc3ccccc32)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1ccc(CCOC(=O)N[C@H](CC2CCN(C(=N)N)CC2)C(=O)NCC(=O)N[C@H]2CCCN(C(=N)N)C2O)cc1,CHEMBL662832,Ki,7.8,CHEMBL164418,2000,CHEMBL1133331,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,15,237,O=C(CNC(=O)C(CC1CCNCC1)NC(=O)OCCc1ccccc1)NC1CCCNC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1ccc(CO/N=C2\C[C@]34CC[C@H]5[C@@](C)(CCC[C@@]5(C)C(=O)OCC)[C@@H]3CC[C@@]2(C)C4)o1,CHEMBL4314197,Ki,5.0,CHEMBL4444297,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,123,24,c1coc(CON=C2CC34CCC5CCCCC5C3CCC2C4)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c(NC(=O)c2nc3c(s2)CN(C)CC3)c1,CHEMBL1763453,IC50,6.16,CHEMBL1760017,2011,CHEMBL1759970,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a using S2222 chromogenic substrate by spectrophotometric analysis,98,102,O=C(Nc1ccccc1NC(=O)c1nc2c(s1)CNCC2)c1cc2ccccc2[nH]1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,CHEMBL3743971,IC50,5.34,CHEMBL87563,2015,CHEMBL3739387,J Med Chem,Scientific Literature,Inhibition of purified human factor 10a using Suc-Ile-Glu(gammaPip)-GlyArg-pNa-HCl as substrate measured for 5 mins by spectrophotometric assay,114,238,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1ccc(Oc2cccc(C(=N)N)c2)nc1Oc1cccc(C(=N)N)c1,CHEMBL838886,Ki,6.72,CHEMBL48161,1999,CHEMBL1132209,J Med Chem,Scientific Literature,Compound was tested for inhibition activity against Coagulation factor X,7,91,c1ccc(Oc2cccc(Oc3ccccc3)n2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,CHEMBL663405,Ki,5.28,CHEMBL83431,2003,CHEMBL1145939,J Med Chem,Scientific Literature,Inhibition of human Coagulation factor X was determined,34,60,c1ccc(Oc2cccc(Oc3ccccc3)n2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,CHEMBL663411,Ki,5.28,CHEMBL83431,2002,CHEMBL1135740,J Med Chem,Scientific Literature,Inhibitory constant against human coagulation factor Xa (fXa),24,94,c1ccc(Oc2cccc(Oc3ccccc3)n2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nccn1-c1ccc(NC(=O)C(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,CHEMBL1069633,Ki,8.59,CHEMBL604500,2010,CHEMBL1156932,J Med Chem,Scientific Literature,Inhibition of factor 10a by amidolytic assay,92,74,O=C(Nc1ccc(-n2ccnc2)cc1)C(Oc1cccc2sccc12)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CCCC4)cc3)cnc12,CHEMBL863573,Ki,8.42,CHEMBL379937,2006,CHEMBL1138952,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to human f10a,62,239,O=c1c2c(cnn2-c2ccccc2)ncn1-c1ccc(-c2ccccc2CN2CCCC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CCCC4)cc3F)cnc12,CHEMBL863573,Ki,8.44,CHEMBL378294,2006,CHEMBL1138952,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to human f10a,62,239,O=c1c2c(cnn2-c2ccccc2)ncn1-c1ccc(-c2ccccc2CN2CCCC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c(=O)n(-c3ccc(-c4ccccc4CO)cc3)cnc12,CHEMBL863573,Ki,7.35,CHEMBL211124,2006,CHEMBL1138952,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to human f10a,62,239,O=c1c2c(cnn2-c2ccccc2)ncn1-c1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(-c3ccccc3CN3CC[C@@H](O)C3)cc1)C2=O,CHEMBL900663,Ki,8.41,CHEMBL237242,2007,CHEMBL1137566,J Med Chem,Scientific Literature,Binding affinity to human F10a,67,209,O=C1c2c(cnn2-c2ccccc2)CCN1c1ccc(-c2ccccc2CN2CCCC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC(=O)c1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CCCC4)cc3)cnc12,CHEMBL855824,Ki,8.8,CHEMBL387408,2006,CHEMBL1146891,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to human f10a,62,240,O=c1c2c(cnn2-c2ccc3oncc3c2)ncn1-c1ccc(-c2ccccc2CN2CCCC2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,CHEMBL663266,Ki,8.47,CHEMBL328582,1999,CHEMBL1132652,J Med Chem,Scientific Literature,Binding affinity towards human purified Coagulation factor Xa (FXa),7,129,O=C(Nc1ccc(-c2ccccc2)cc1)C1CC(c2ccccc2)=NO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1,CHEMBL663266,Ki,8.825,CHEMBL318112,1999,CHEMBL1132652,J Med Chem,Scientific Literature,Binding affinity towards human purified Coagulation factor Xa (FXa),7,129,O=C(Nc1ccc(-c2ccccc2)cn1)C1CC(c2ccccc2)=NO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOCC1(C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1,CHEMBL663266,Ki,8.17,CHEMBL328577,1999,CHEMBL1132652,J Med Chem,Scientific Literature,Binding affinity towards human purified Coagulation factor Xa (FXa),7,129,O=C(Nc1ncc(-c2ccccc2)cn1)C1CC(c2ccccc2)=NO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,CHEMBL828580,IC50,5.0,CHEMBL186545,2004,CHEMBL1138652,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration against human serine protease factor Xa,44,131,O=C(CNC(=O)c1cccs1)Nc1ccc(N2CCOCC2=O)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,CHEMBL3854655,Ki,5.32,CHEMBL3978562,2016,CHEMBL3853316,J Med Chem,Scientific Literature,"Inhibition of human factor 10a using N-benzoyl-Ile-Glu-(OH,OMe)-Gly-Arg-pNA as substrate assessed as release of pNA after 10 to 120 mins by spectrophotometric method",119,204,O=C1Nc2cccc(c2)CNC(=O)C(Nc2ccc3cnccc3c2)c2ccc(cc2)CCO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOP(=O)(OCC)/C(C#N)=C(\Nc1ccc2oc(C)cc2c1)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,CHEMBL853297,IC50,6.18,CHEMBL197337,2005,CHEMBL1141963,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against human FXa,55,215,C=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOP(=O)(OCC)N1C(=O)[C@H](CCCCC(=N)N)[C@H]2c3ccc(-c4cccc(C(=O)N(CC)CC)c4)cc3C[C@@H]21,CHEMBL659623,IC50,4.7,CHEMBL46365,1999,CHEMBL1132127,Bioorg Med Chem Lett,Scientific Literature,Inhibition of activated Coagulation factor X,7,185,O=C1CC2c3ccc(-c4ccccc4)cc3CC2N1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,CHEMBL3854655,Ki,5.41,CHEMBL3980787,2016,CHEMBL3853316,J Med Chem,Scientific Literature,"Inhibition of human factor 10a using N-benzoyl-Ile-Glu-(OH,OMe)-Gly-Arg-pNA as substrate assessed as release of pNA after 10 to 120 mins by spectrophotometric method",119,204,O=C1Nc2cccc(c2)CNC(=O)C(Nc2ccc3cnccc3c2)c2ccc(cc2)CCO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCO[C@H]1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,CHEMBL1059506,Ki,8.0,CHEMBL556098,2009,CHEMBL1152891,Eur J Med Chem,Scientific Literature,Binding affinity to factor 10a,84,179,O=C(CN1CCC(NC(=O)c2cccs2)C1)Nc1ccc(-n2ccccc2=O)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCO[C@]1(CC)C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,CHEMBL956028,IC50,10.3,CHEMBL476618,2009,CHEMBL1153922,Bioorg Med Chem,Scientific Literature,Inhibition of human Factor-10a,85,241,O=C(Nc1ccc(-n2ccccc2=O)cc1)C1CCCN1C(=O)Nc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(-c2ccccc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.85,CHEMBL199235,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(-c3ccccc3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CCOc1cc(-c2cccnc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,5.66,CHEMBL199236,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,55,3,c1ccc(NCc2cccc(-c3cccnc3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
