smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
Cc1cc(OCc2cccc(C(=N)N)c2)cc(OS(=O)(=O)c2ccccc2Cl)c1,CHEMBL662824,Ki,5.57,CHEMBL170911,2000,CHEMBL1133126,Bioorg Med Chem Lett,Scientific Literature,Compound was evaluated for inhibition of Coagulation factor X,16,361,O=S(=O)(Oc1cccc(OCc2ccccc2)c1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)cnc1N(C)C,CHEMBL3887092,IC50,6.19,CHEMBL3911675,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",116,191,O=C1C(NS(=O)(=O)c2cccnc2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)cnc1N(C)C,CHEMBL3887092,IC50,5.56,CHEMBL3947561,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",116,191,O=C1C(NS(=O)(=O)c2cccnc2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3OC(F)(F)F)C(=O)O)C2=O)cnc1N(C)C,CHEMBL3887092,IC50,6.09,CHEMBL3902666,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",116,191,O=C1C(NS(=O)(=O)c2cccnc2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2c(F)c(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1063248,IC50,5.56,CHEMBL556693,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,CHEMBL3887092,IC50,7.47,CHEMBL3932753,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",116,191,O=C1C(NS(=O)(=O)c2cncs2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,CHEMBL3887092,IC50,6.82,CHEMBL3959693,2015,CHEMBL3886162,,BindingDB Patent Bioactivity Data,"Inhibition Assay: The compounds according to the invention are tested in a range of concentrations (10pM to 10 µM final) in assay buffer (50 mM TRIS, 100 mM NaCl, 0.1 % BSA, pH 7,5) with 0.1% maximal final DMSO concentration and deposited in a proportion of 25 µl per well, on 25 µL enzyme (human coagulation factor Xa: Enzyme Research Laboratories HFXa, final concentration 0.003Ul/ml). The reactive were mixed, centrifuged and incubated 10 minutes at 37°C in a 96 well microtiter plate. The enzyme reaction was started with 50 µL substrate (S-2765, Biogenic ref 821413 in a final concentration of 62.5µM final). The time course of the reaction was monitored at 405 nm in a microtiter plate reader (Tecan M200) for 20 minutes at 37°C. The percentage of inhibition of enzymatic activity (expressed as maximum rate of cleavage of the substrate) is calculated with respect to the enzymatic activity in the absence of inhibitor.",116,191,O=C1C(NS(=O)(=O)c2cnc(N3CCCC3)s2)CCN1CCc1ccc2cnccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1049598,IC50,7.92,CHEMBL551991,2009,CHEMBL1156750,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Coagulation factor 10a assessed as inhibition of cleavage of synthetic substrate S-2222,88,59,O=C(CN1CCCCC(NC=Nc2ccc3occc3c2)C1=O)N1CCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1063248,IC50,8.19,CHEMBL551991,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,O=C(CN1CCCCC(NC=Nc2ccc3occc3c2)C1=O)N1CCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1273257,Ki,8.19,CHEMBL551991,2010,CHEMBL1268866,J Med Chem,Scientific Literature,Inhibition of factor 10a,95,26,O=C(CN1CCCCC(NC=Nc2ccc3occc3c2)C1=O)N1CCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(/N=C(/NC(=O)c3cccnc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1049598,IC50,8.4,CHEMBL567904,2009,CHEMBL1156750,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Coagulation factor 10a assessed as inhibition of cleavage of synthetic substrate S-2222,88,59,O=C(NC(=Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O)c1cccnc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(C)c1CCOC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1,CHEMBL4021602,Ki,5.55,CHEMBL4083729,2017,CHEMBL4020741,Bioorg Med Chem Lett,Scientific Literature,Inhibition of tissue factor/factor 7a activated human coagulation factor-10a using S2765 as substrate pretreated with substrate for 15 mins followed by enzyme and tissue factor/factor 7a addition measured for 60 mins,121,256,O=C1Nc2ccc(S(=O)(=O)C3CC3)c(c2)CNC(=O)C(Nc2ccc3cc[nH]c(=O)c3c2)c2ccc(cc2)CCO1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=C\[N+](=O)[O-])N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL853297,IC50,7.29,CHEMBL200768,2005,CHEMBL1141963,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against human FXa,57,215,C=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N/C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)c(F)cc2o1,CHEMBL1063248,IC50,7.12,CHEMBL565082,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N/[N+](=O)[O-])N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1049598,IC50,7.6,CHEMBL584489,2009,CHEMBL1156750,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Coagulation factor 10a assessed as inhibition of cleavage of synthetic substrate S-2222,88,59,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)NC3CCCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1063248,IC50,6.71,CHEMBL564521,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1063248,IC50,6.03,CHEMBL563705,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@@H]3CCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CHEMBL1063248,IC50,4.52,CHEMBL563794,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4C5CCC4CNC5)C3=O)ccc2o1,CHEMBL1063248,IC50,8.3,CHEMBL552166,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2C3CCC2CNC3)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CC5CC5C4)C3=O)ccc2o1,CHEMBL1063248,IC50,7.82,CHEMBL559785,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CC3CC3C2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCC(Cc5ccccc5)C4)C3=O)ccc2o1,CHEMBL1063248,IC50,7.28,CHEMBL562316,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCC(Cc3ccccc3)C2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)cc(C(F)(F)F)c2o1,CHEMBL1063248,IC50,6.78,CHEMBL551915,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)cc(C)c2o1,CHEMBL1063248,IC50,7.68,CHEMBL560255,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)cc(Cl)c2o1,CHEMBL1063248,IC50,7.57,CHEMBL556896,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
Cc1cc2cc(N/C(=N\C#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)cc(F)c2o1,CHEMBL1063248,IC50,7.96,CHEMBL561517,2009,CHEMBL1152385,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a-mediated cleavage of synthetic substrate S-2222,88,76,N=C(Nc1ccc2occc2c1)NC1CCCCN(CC(=O)N2CCCC2)C1=O,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
